# GENERATED FILE, DO NOT EDIT.
# Quantiles calculated by R.
# ==========================
seq = 1000 1999 50
p =  0 0.01 0.05 0.1 0.16 0.2 0.25 0.31 0.42 0.45 0.5 0.55 0.62 0.75 0.81 0.87 0.9 0.95 0.99 1
1 : 1000 1000 1000 1050 1150 1150 1200 1300 1400 1400 1450 1500 1600 1700 1800 1850 1850 1900 1950 1950
2 : 1000 1000 1025 1075 1150 1175 1225 1300 1400 1425 1475 1525 1600 1725 1800 1850 1875 1925 1950 1950
3 : 1000 1000 1000 1050 1100 1150 1200 1250 1350 1400 1450 1500 1550 1700 1750 1800 1850 1900 1950 1950
4 : 1000 1000 1000 1050 1110 1150 1200 1260 1370 1400 1450 1500 1570 1700 1760 1820 1850 1900 1940 1950
5 : 1000 1000 1025 1075 1135 1175 1225 1285 1395 1425 1475 1525 1595 1725 1785 1845 1875 1925 1950 1950
6 : 1000 1000 1002.5 1055 1118 1160 1212.5 1275.5 1391 1422.5 1475 1527.5 1601 1737.5 1800.5 1863.5 1895 1947.5 1950 1950
7 : 1000 1009.5 1047.5 1095 1152 1190 1237.5 1294.5 1399 1427.5 1475 1522.5 1589 1712.5 1769.5 1826.5 1855 1902.5 1940.5 1950
8 : 1000 1000 1017.5 1068.33333333333 1129.33333333333 1170 1220.83333333333 1281.83333333333 1393.66666666667 1424.16666666667 1475 1525.83333333333 1597 1729.16666666667 1790.16666666667 1851.16666666667 1881.66666666667 1932.5 1950 1950
9 : 1000 1000 1019.375 1070 1130.75 1171.25 1221.875 1282.625 1394 1424.375 1475 1525.625 1596.5 1728.125 1788.875 1849.625 1880 1930.625 1950 1950
